Indicator Name,Indicator Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Arab World,ARB,,,,,,,,,,1.380762201,2.200247025,6.55518522,2.511187867,11.61333441,24.3947257,5.284266185,6.866022378,9.794714912,6.464929276,15.36118767,18.03012463,11.45340711,7.226855853,6.804795897,6.981202309,4.859514905,3.522667322,8.842020401,5.322001216,8.402704,13.06370838,7.32365957,5.405265366,4.399987767,7.331188876,6.262106675,7.106611776,4.083454285,1.346385534,5.852702084,9.224628259,0.783063654,3.185447964,5.704801159,10.32933844,11.96643161,10.51580644,6.545273597,15.90099082,-7.282979808,12.48522342,11.31558413
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Argentina,ARG,,20.31069753,28.87184161,25.59115435,28.77461735,21.23293492,25.60346242,29.01826295,10.27531054,7.795830055,6.46787461,31.27106389,64.24478595,65.53528737,30.63044136,197.6973645,438.3227798,159.4271777,161.372172,147.3770441,90.8408016,106.364099,207.6176814,382.3494348,606.7359412,625.8021403,74.4614934,127.0863764,388.491339,3057.628836,2076.793473,132.9532281,11.92076024,-1.466659949,2.849322534,3.16519186,-0.052422213,-0.463954028,-1.705205209,-1.836587325,1.037277263,-1.095778846,30.55528154,10.49560805,9.22065119,8.840489896,13.42627796,14.25823933,19.06845032,9.977458276,15.37617236,17.28051629
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3861043,568.80733,1391.166461,4107.296786,161.1639176,19.5917703,17.73599451,10.69849775,0.053804078,-1.373675997,4.06913994,2.369787813,4.561098398,6.309532717,3.239836251,4.619857667,4.232770382,5.989562361,2.556935052,9.169921916,4.220839999
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.703892153,8.649798797,8.497252448,-4.704039909,3.217726455,2.997850615,1.900997975,2.262272844,4.048308757,2.876975848,3.310844825,1.563895735,,,,,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Australia,AUS,,3.176990731,-0.230734828,1.771539914,3.261038815,3.001705664,2.675988065,4.855185995,2.252635107,4.739351567,5.153081658,5.18860559,6.167764295,8.984071557,16.39310894,16.55645804,14.01607533,11.42059555,8.231886273,8.572129764,10.03457204,9.559542761,11.74870748,10.22275679,7.837041813,4.844526105,5.644512587,6.9943914,7.584514449,8.99657704,6.119758899,3.058849359,1.355950853,0.826641921,1.045982516,2.025042588,2.224974865,1.103551552,1.139002468,0.134228886,2.522461032,4.627978234,3.045679291,2.601926266,3.293192806,3.992859612,4.863432997,5.254860336,4.611955757,4.350026144,0.093956626,6.328663141
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Austria,AUT,,5.087153717,3.340203214,3.678266121,3.183788219,5.321415449,3.122366081,3.247762568,2.838031951,2.733572877,6.326035588,6.204372191,7.599932114,8.045543182,9.502138739,6.457775888,5.624919099,5.216377532,5.898763775,4.105576895,5.52202472,6.683211812,5.336727525,3.457886854,4.9501088,2.987952233,2.969191439,2.413598824,1.526854868,2.964760925,2.999680436,3.641871515,3.479093093,2.75708462,2.5249429,1.813918042,0.811976074,-0.220901926,0.32032606,0.283421088,0.919217018,1.873800687,1.23962702,1.149609794,1.683294977,2.039182059,1.884471834,2.004814637,1.763741978,1.045946825,1.784614873,2.107096952
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.54951234,1065.329225,747.5669814,1385.202032,545.6953039,26.42101273,9.240213747,-0.963930885,2.161007814,12.49336892,2.5150101,3.119318388,6.008614239,8.315176683,16.13942229,11.30139726,20.98171009,27.73015196,-18.8476572,13.59874484,16.73912004
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Bahamas, The",BHS,,1.160600018,1.089633487,1.343761392,1.505302038,2.011727838,3.771319162,4.713070353,5.163480148,8.92538079,6.145346046,4.582544204,6.786653411,5.551025394,13.23271272,10.65637561,2.389659959,1.728707764,2.247885115,8.554092947,10.00686806,17.68832813,3.695011202,5.976965395,3.171435219,8.460725668,4.660385762,6.586348409,1.4843122,1.813171529,5.073711225,2.556538219,3.905565916,-0.851983606,2.183366232,0.802436359,0.984243786,34.68761596,3.049312818,4.950940506,0.921830664,0.353590622,3.960818839,1.154613348,1.194487245,5.056827498,0.827967323,2.94752557,1.488889903,-1.641471586,0.52240999,-1.396904602
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,18.91176992,13.72399111,-3.689967622,-0.418480511,-1.824991528,-17.39265585,0.659056323,2.009420405,3.974666911,4.826693103,-1.882527503,-3.532648806,-3.025816976,7.331188876,1.090671204,0.196721168,0.931715292,-7.057408755,2.656430684,14.3225249,-4.898544796,1.739601229,7.08649012,9.153437513,11.13060553,10.39484718,7.544006513,11.54122563,-14.44990137,13.65793617,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bangladesh,BGD,,6.257481632,0.022223615,5.164058877,-8.743224697,7.931705028,6.29618902,14.79196339,-5.76958432,11.82771554,0.510309116,2.963254942,4.402019656,61.40578344,44.54271676,80.56975637,-17.63041926,-3.210155926,25.61888559,12.56450596,17.55506712,10.52792557,9.687499283,8.515265824,14.04688355,11.14965706,8.001182335,10.88005368,7.600678225,8.500223397,6.335597185,6.596235171,2.976369766,0.286969943,3.771827247,7.345332195,4.234503616,3.090097174,5.274366309,4.65573068,1.85966087,1.585394615,3.195375137,4.527629598,4.240428765,5.074714915,5.172373514,6.786450298,8.789101226,6.520954326,6.473622698,6.334585964
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Barbados,BRB,,-0.947999325,-4.635720864,18.53473509,-5.377452177,-5.045227768,3.633466664,1.64735579,7.77304229,4.590911163,7.344036454,6.812460433,9.89330321,22.77413437,31.42139415,11.73153132,7.597414867,8.991572985,5.449933699,12.60791871,22.56438295,13.70025356,9.993573946,5.98032948,5.448014762,4.120623115,0.334410713,9.004517846,0.10962081,5.275106917,5.451061361,1.598211694,-1.471559103,2.886107662,1.200144011,6.074670393,4.735457064,3.918372262,3.593360106,1.754391529,0.752583437,5.131150417,0.506427297,6.693015501,1.066172297,3.12738387,2.675648064,6.333394415,7.462771169,3.438651845,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5979093,1074.141207,1053.449039,1945.10711,661.4930041,53.71500098,71.64945098,76.58040936,316.7933311,185.2907983,79.53457252,44.8937391,30.68532136,22.67512265,18.92769631,10.75063747,12.82355328,21.1604911,5.722285903,11.11354358,58.36758539
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belgium,BEL,,1.315468694,1.667691946,3.0257967,4.642426558,5.100712937,4.086014933,3.193430937,2.620289277,4.023826311,5.192744414,5.358216187,6.317820159,6.806986841,12.16834094,12.88972137,7.575264201,7.478059598,4.423249721,4.505241987,4.126596508,5.139197056,7.570416777,5.612849386,5.438717464,4.627742984,2.796780398,1.684110733,2.168990159,4.797457827,2.812403204,2.876624556,3.424524548,3.993231842,2.094305074,1.220769439,0.372355908,0.871322873,1.870343345,0.31416897,1.97854637,2.050503507,2.006552442,1.982859128,2.141731167,2.369067208,2.292800897,2.339240318,2.157311729,1.219163647,1.800731314,1.883163005
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belize,BLZ,,1.76304982,1.356746764,0.937692115,2.13632411,5.610555922,5.773905305,3.122442341,1.679364958,0.215923502,7.369642902,5.063902635,-1.235230551,14.67629247,21.71061119,16.87729584,1.157469521,2.24249405,7.349191907,3.585439989,11.39851715,-2.212020183,-6.812340536,7.70767049,9.444440341,-1.876611145,4.175697248,9.133531755,4.238187856,1.973183088,2.813281688,-2.560713246,3.99349621,1.651519836,3.588105035,6.07898133,1.968710124,-1.477014635,1.503097638,-2.23524903,0.475941424,-0.169352226,1.787929854,-3.081106804,2.170941345,2.442931131,3.97293024,3.854612357,3.1914144,-1.063439677,0.927800963,3.14761165
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Benin,BEN,,1.041435565,3.780561145,2.549041117,-0.363671878,2.057620464,1.136665494,0.14107243,3.273525059,3.454195437,5.047046906,1.573283867,5.317226067,4.822739903,14.9207099,14.24693575,14.03543003,5.176886815,12.33445898,13.00468584,10.18781985,7.468948242,16.14828403,4.74620974,1.953580957,-4.87698174,-3.604172574,3.028459824,-0.610506875,2.224934438,1.554170993,0.702445685,3.361901295,1.162444735,33.50397662,15.36765242,6.707411708,4.991373577,4.657134597,1.936657706,3.230921129,3.140828112,7.697291716,1.716109497,0.290576255,2.785745965,5.164278886,2.641755752,7.121005393,0.099191364,1.421246318,2.786178414
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bermuda,BMU,,0.939036516,0.976544538,1.270801433,0.461053037,1.461122997,2.608611012,3.480335622,8.98161461,6.281063123,6.269519406,9.546211565,9.525770761,12.81220965,14.98394773,6.357027204,2.783649201,9.269101095,4.918710256,6.415363402,9.854087069,17.7093913,12.20859197,10.99738108,10.29655249,7.61408817,5.835136713,6.48815418,4.893013972,5.636713147,6.03357231,6.430590524,2.813883984,5.196304339,1.959564202,4.178463534,29.36469989,4.02390394,2.7415512,2.71214952,-4.236355416,-0.71905139,8.625624162,2.761042858,4.412724517,6.446377576,5.298942454,5.779270256,2.686393411,-0.149296722,1.202668592,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,6.188558144,7.328409478,8.238537015,8.014560477,6.742144803,3.54302216,6.891237597,9.617967559,6.417925654,7.20283974,9.25299591,8.707362601,10.75345379,10.2922046,8.081613694,10.77234825,11.67116533,8.908369611,4.682623055,4.541995456,5.286033213,6.301076256,1.81169514,6.119133782,5.411490165,3.110373815,5.693203688,4.845184172,5.389240333,4.88
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bolivia,BOL,,6.557893657,3.569998775,1.181318924,7.519264989,5.016518836,2.698318711,2.007867113,-4.544051084,2.945773369,5.972764461,2.505908117,18.99603338,42.95016533,61.53956842,6.695277658,8.602893982,12.53650127,14.1038108,19.79717364,25.0489447,29.48603458,158.2827498,265.1979605,1443.397382,12338.66166,230.0183925,13.97289978,18.1847331,13.18642458,16.26794516,17.68944165,13.19920412,6.557156878,7.952206429,11.42728028,11.5802096,5.705043596,7.051126921,2.411566068,5.195404998,1.870093637,2.820757423,6.329992255,7.967709556,5.940797592,13.66367967,7.373353693,10.38118174,-2.419894167,8.777507333,16.94763202
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84743106,-17.0567633,13.01148126,-1.581924903,8.355650811,28.79013615,2.961962476,4.461583053,0.912384768,2.572497624,3.877627304,5.728490243,5.717792306,7.556584433,0.051945393,1.40488499,1.777682829
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Botswana,BWA,,1.934037793,1.36069627,1.17652405,2.547776727,3.846149006,5.788745408,7.581547899,2.166149017,1.584357664,5.978592913,4.664177926,10.77542314,9.906613733,12.79692267,16.46728297,11.31552941,4.937383152,12.46681146,21.85636182,10.19028256,-0.088322956,3.695418551,8.745485009,15.42698523,22.89365944,14.06125015,12.69406985,22.69705947,13.64877708,6.300018225,5.177710379,6.639280701,13.06576571,11.54010708,8.779990952,14.23400901,7.581885634,4.900421655,17.71409825,0.038039231,18.44764627,0.329330773,-2.28333272,11.16228434,9.341648209,19.22618138,10.36787288,17.32000786,-5.494677648,14.62463266,13.31740108
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Brazil,BRA,,31.30252874,78.83075822,69.7663875,93.83467917,51.38486785,39.40589028,29.24483651,26.67067907,20.91402267,17.09228478,20.25389291,19.14440791,22.66485302,34.80018571,33.8622773,47.62698515,46.17956527,41.0598003,56.48057421,87.30687534,107.2140338,104.8323636,140.1956279,212.7857817,231.7234991,145.2715422,204.103425,651.1138556,1209.121328,2735.488461,414.2355958,968.1842329,2001.348192,2251.704028,93.52197475,17.08537466,7.644878423,4.233372782,8.481789972,6.175233636,8.971048047,10.5532718,13.72379292,8.037821902,7.209551622,6.151590473,5.868427892,8.332879387,7.185146468,8.228535058,6.968884752
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,5.518963058,5.627127926,8.381098134,-2.171429375,12.67189038,86.1139664,9.021594961,-4.838443792,-11.42003442,-1.27417168,-2.46494113,-31.90474776,10.72996077,-7.66907225,8.6980491,8.409963522,-2.837280719,1.7268761,-2.951490588,-8.763625914,2.872997772,4.488755258,8.58485356,-11.64857397,11.59397764,29.01570941,-5.591899047,0.37420917,6.104611343,15.88616506,18.76631954,10.04772089,1.119900223,12.69238156,-22.09025444,5.307903302,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,2.820937728,1.916472076,-0.645273735,2.736752057,0.229175961,1.34548785,0.0638347,-5.389736036,6.72968454,26.1879902,226.5378747,59.5786492,51.09105379,72.70496887,62.37655806,98.03069068,987.0707683,29.6722235,3.694690399,6.603837376,6.177593352,4.670399712,2.27267173,4.17276241,7.385141362,6.838570582,9.233535289,8.41565821,4.333600079,2.793715946,4.95805149
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Burkina Faso,BFA,,1.90060828,2.010371479,5.147524778,1.812216622,-0.656072065,2.303116971,-4.41100843,-0.26387871,6.913154219,1.783427175,3.377475359,7.296645309,2.677858905,11.01470941,8.176155951,6.725505699,18.6619763,14.53232551,7.753525505,8.694368539,13.58461938,9.046516426,5.409316973,6.501085279,0.757066705,-6.345676869,1.237323168,3.408556605,4.831620415,1.810015424,-3.967780751,0.227059614,-1.441839772,14.63896188,6.769569032,0.34870515,1.556199852,7.940316032,4.436483919,-1.66466935,4.004497546,6.208260974,0.18777589,3.928373575,-1.74255292,-0.65963185,2.2585138,9.161945647,2.376402765,2.780587949,5.579741706
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Burundi,BDI,,20.07743669,-3.567416424,4.687149147,5.417217648,-1.0293639,3.152033975,-5.317986169,3.056813144,5.361879834,5.184511814,1.380218946,4.29080997,5.510442466,12.45517764,21.08690579,8.074948245,14.3041256,12.50770523,26.13070761,16.38402436,-6.06331508,5.672021545,6.428548805,17.21619498,5.06883898,-4.25741424,-3.417795075,3.491222705,14.75718482,5.985561542,4.093140784,5.401760708,7.742645676,6.638445472,16.10271173,14.4531114,32.39778924,11.450556,14.95414026,33.3341337,11.13429402,1.804746173,14.60035811,14.85609774,21.0267337,-0.075222344,7.046025528,28.16345618,12.30372325,7.638175881,12.85446222
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.414240047,11.51550497,3.506714886,4.386019414,10.01366032,1.981472004,-3.203624689,2.642828065,0.716144009,1.797522489,4.823738427,6.076679944,4.629918831,6.519244229,12.25378661,2.504384662,3.12059287,3.86723924
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cameroon,CMR,,5.064449135,3.109959023,-0.264119039,4.421033332,2.752431721,0.18837672,23.62918507,5.750729937,5.301961388,7.88400338,3.440124678,7.976383444,6.529533055,10.65609286,5.990072828,19.67444351,5.884773828,3.40980664,12.85276675,14.24589464,8.800193826,12.48195145,12.76307193,13.55219179,11.18712788,0.179235687,-2.392309149,0.813898665,-1.819083162,1.643098433,3.568713526,-1.277671029,16.09865629,14.38314277,9.484305402,2.692379224,3.737742185,3.662232212,1.948567725,2.840067593,2.178500105,3.247868025,0.35809872,1.507970732,2.631211787,3.941472397,2.03,4.197871097,-3.390465227,3.005152663,3.970791268
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Canada,CAN,,0.458074541,1.414210834,2.061158446,2.599249377,3.359587158,4.980626773,4.401584956,3.635828763,4.505785272,4.817902836,4.831854525,5.900125293,9.686715643,15.19809743,10.69515385,9.496907404,6.796543933,6.602965662,9.985515375,10.07159874,10.77663488,8.47996685,5.434162394,3.279553736,3.108151099,3.029098477,4.605398516,4.489146489,4.541753643,3.17503766,2.954961285,1.31836544,1.440024668,1.148580171,2.259062729,1.617254917,1.204250722,-0.427617615,1.745452333,4.13230364,1.1194761,1.091829957,3.284800169,3.187801554,3.306000112,2.674156024,3.189254992,4.109690014,-1.925715388,2.944408564,3.251443472
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,14.52537583,9.28729472,2.257023781,4.37962949,18.11991154,8.724173195,5.411589364,3.583896092,2.333340109,4.783526579,3.012196382,51.65626591,-21.0564986,4.604334619,6.476338139,4.544665139,4.412698456,10.21086798,-9.920197235,1.285523412,-0.393116418,4.412979812,-1.017653227,-1.433885911,2.589558436,1.365374447,3.218164911,4.215506774,3.32243023,3.930856515
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.097803187,,,,,,,,,,,,,,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Central African Republic,CAF,,4.635119208,4.88857261,4.674721215,7.541932729,5.039148776,4.475187285,-0.77432387,16.17230524,-3.852565528,4.49079276,4.938346516,4.644148755,2.199661984,5.380893606,19.32619636,25.99671814,11.37241327,9.228406599,10.92655836,18.26533087,13.87279435,20.91430031,11.10280175,1.419560014,34.14509885,-3.60991902,-1.242341217,3.15851621,3.862957671,2.265910807,-1.636314675,2.397836415,-3.438422379,22.75262921,10.30502411,1.8229181,1.368427899,0.986974549,1.13417483,3.155449656,3.558353167,2.99825531,-1.332251082,0.297722772,3.681835937,4.474470135,1.521765422,7.083423775,3.532736276,1.775111171,0.841364299
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Chad,TCD,,5.062827807,1.534580028,5.642064964,8.231251669,5.665701634,5.982875188,3.279287848,2.031464923,2.067339831,3.859552134,8.99174877,5.553683665,6.713594318,3.7356935,8.220700514,8.44952544,8.618019484,9.899775688,8.189757957,8.734904465,8.054758275,9.220783631,0.012126965,24.06635311,-5.113194823,-16.93282609,-3.133081809,9.361930419,-1.252610644,8.012329031,3.073498959,-12.90655383,-1.314603714,43.54496377,8.83312727,11.45845494,3.782785468,6.749408828,-7.572866282,5.289804857,13.79765276,1.907819434,0.079004696,9.734256482,2.193227951,13.80712795,5.085636276,11.9427083,-9.59894806,11.94266842,2.633950375
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.909630979,3.892317592,3.301635531,4.382725567,4.353715494,3.797571335,2.504709657,3.278931607,3.336333251,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Chile,CHL,,7.473798302,12.02000276,43.94598881,46.40801879,41.16110568,28.48868105,25.17247128,33.82079735,40.0311605,40.69370317,18.25557964,85.54386223,414.0066909,665.38481,334.645496,250.6097159,105.7906576,57.66400392,45.72911023,28.7644529,13.04216021,8.531002591,30.6584689,12.61234173,30.70948775,22.09926372,25.83080742,22.67308162,13.52186172,22.45925927,22.43512677,12.89319603,11.75030637,13.73079557,10.42066826,2.727460545,4.270010237,1.926072586,2.431665268,4.560152055,3.79346098,4.167863533,6.228418678,7.477659829,13.30563644,12.65430084,4.843754164,0.473024863,4.224912917,7.47050527,2.779850594
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,China,CHN,,11.97401995,-1.228897513,-1.928820054,0.635138005,2.20626162,-1.669859578,0.702571694,1.28911245,-3.793068674,-2.642888998,0.664244931,-0.019975236,0.142438664,0.230617869,-1.164707122,-0.191346134,1.088546642,1.920240418,3.578694108,3.793078032,2.292544129,-0.249883093,1.000218407,4.936207591,10.20396963,4.748421108,5.158022546,12.08219508,8.5107477,5.838486041,6.849380063,8.237468991,15.12117341,20.60739459,13.73625225,6.43537077,1.5129002,-0.858533013,-1.25478448,2.062224794,2.052882379,0.584197349,2.611546167,6.912815691,3.929750715,3.785550336,7.60197135,7.797851283,-0.593342248,6.684109668,7.650539811
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Colombia,COL,,8.082283716,6.581098292,23.42188817,16.16517484,9.438458068,14.95909499,8.325705844,9.046203265,8.02615132,11.87872569,10.81734107,12.96783365,20.15600281,25.38098579,22.8972934,25.35124968,29.16582811,17.10689585,24.03622999,27.60264035,22.78227114,24.76638373,20.39022511,22.17500486,24.90633312,29.15157631,23.37392191,27.75539932,24.68180065,26.10513922,26.18781409,22.22595459,27.95354001,45.35706146,18.85095726,16.86837879,16.83985293,14.77304541,12.62294083,32.3743147,6.606966243,5.832759028,6.685012144,6.978328358,5.557541217,5.775091062,5.039757332,7.768531587,3.998195134,3.666941163,5.471255647
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Comoros,COM,,,,,,,,,,,,,,,,,,,,,,14.56871246,6.529262594,15.20739364,6.159892419,7.071234697,7.392837069,3.223025681,1.937300671,5.961058917,2.175182324,8.119439139,-6.764690274,2.833000911,9.416785198,8.3207386,3.199091532,0.923831584,1.346385534,5.811654768,3.426445467,8.630812482,4.17068826,5.12479385,1.770657203,2.299762606,1.999897404,5.183244835,5.505984111,4.586381624,3.838362238,5.084726343
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Congo, Dem. Rep.",ZAR,,6.099480422,21.24076824,87.8492032,3.547977191,38.95211807,4.973822194,58.57441106,59.88278486,17.73106226,-2.836948458,8.20369613,10.18139852,17.88704962,18.23832289,12.26541782,57.39542862,37.27164893,28.41429833,101.7700364,51.40755409,33.23022215,43.48528353,78.21547289,89.60322157,25.8109094,28.45325651,73.76739789,91.58618549,110.262248,108.9553071,2202.289884,4078.476278,1662.416682,26762.01833,466.4072443,638.1888321,192.6428363,26.93537686,441.9040188,515.7756686,383.9231496,31.98622422,13.03812934,6.118130587,21.54527382,14.8366961,17.85867267,18.87374502,35.11297718,22.13491001,13.31247272
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Congo, Rep.",COG,,6.293956562,4.253820083,7.773896986,3.855943321,3.025485404,10.02735829,5.516052314,-1.044731801,2.996893407,3.710455238,8.313018596,7.427774088,7.838578677,8.113741281,8.304804532,8.675751353,14.52453144,-0.828343063,17.10159787,20.14400852,27.78912694,6.04473816,6.338371529,12.11139462,2.498540155,-29.17266249,7.626521589,-6.226352994,12.74406018,-1.029068271,-1.485092684,-1.55780588,-1.110538668,36.76284588,3.38133913,17.98115606,4.938316519,-18.19247551,29.37898267,47.00725924,-13.92305058,-1.755958796,-4.238937566,16.7808654,21.27966039,18.62941559,1.13044453,25.03032786,-20.62722032,20.72236722,12.01851014
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Costa Rica,CRI,,3.393572624,0.587467644,1.950553848,1.770102016,-0.867365298,1.196376737,2.277800416,2.075608959,4.482952652,7.317473669,2.443550227,6.413088925,14.84042065,23.21302711,24.5408895,16.60178149,16.93877841,7.908481405,9.149968389,18.82958027,41.10214872,84.17188919,62.9258537,17.88360692,17.18355307,19.2879565,12.23372218,20.73304661,15.34238231,17.11317438,26.14828478,20.48121129,10.62345194,15.54836835,22.19249081,15.79778173,14.89470044,12.07924212,15.02141151,6.976527548,8.600384854,9.182289636,8.287658746,11.84563062,10.62363452,10.99948478,9.384020091,12.40776103,8.370343104,8.002861345,4.5294913
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cote d'Ivoire,CIV,,2.990063463,3.004819856,3.013917121,2.906177948,3.078867837,0.041603209,1.227751861,5.793799948,1.853917866,2.9908483,-0.941093863,2.511616426,13.22796896,26.69417134,4.313953659,18.22297325,28.75129183,4.43330464,6.541397132,24.14367711,2.976991156,8.301317588,9.046781908,17.90989589,0.343657069,-2.020404838,-4.075206804,-0.380926012,-1.012406524,-4.523273545,0.66348927,-0.023837136,6.154194293,46.38606943,11.04378986,4.983084575,4.217776085,5.218928309,0.917201759,-0.379280235,4.24773127,5.073463351,1.302829861,0.62715203,4.227040625,4.498897929,2.712167457,7.998622645,-0.031760789,1.892807904,5.005742039
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29533248,594.8470038,1466.789547,111.7587524,23.53749947,3.846838834,7.135075968,8.204112725,3.812892738,4.604962444,4.148239354,3.534031219,4.054784112,3.794283857,3.346413119,4.014333081,4.10021401,6.088868342,3.343512954,1.016722109,2.025817076
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cuba,CUB,,,,,,,,,,,,11.85718225,6.958653658,3.251544219,11.85888149,4.329205626,0.523193833,-4.193924425,9.321215294,2.928013511,5.395328726,-2.536947446,-2.227549348,1.596603738,2.584389922,-2.157535401,-3.914061124,0.610485539,1.233220732,0.624843619,5.261274378,-7.387843007,3.745720942,18.97549156,26.28203232,10.50866744,-2.671884663,-1.352696449,1.302461758,3.788124898,1.736979696,0.461175876,4.526010379,2.976042378,0.604287062,0.381411693,10.36321088,3.590443259,-0.344016256,0.958457667,1.031825107,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cyprus,CYP,,,,,,,,,,,,,,,,,8.028758453,8.896876095,11.07305087,13.1367024,14.15334671,12.38884746,10.35259771,5.044607703,8.181918685,5.667708417,4.150669096,3.861850484,3.193691911,4.751743661,5.43312573,3.888006749,6.041382146,4.803134,5.270979994,8.042750223,2.289792949,2.438375972,2.940215273,2.34856355,3.819323992,3.373960293,1.193809896,5.085258254,3.226837128,2.387610287,2.979006041,4.633630535,5.057041426,-0.311613058,1.900998276,1.217033146
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19238845,12.35726263,21.00880291,13.41048529,10.2182647,9.871829018,7.922263492,9.630909915,2.51979878,1.372120156,4.639394183,2.652590428,0.896295087,4.033931284,-0.348801641,0.533282956,3.320231785,1.915607548,1.949574665,-1.728568508,-0.740084835
