Indicator Name,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GDP per capita (current US$),Iraq,IRQ,228.1756799,241.9370047,251.428145,247.5342476,284.4320075,301.6520032,316.4781011,308.7062112,338.7767398,340.9894127,358.3624215,400.1223034,500.5569596,586.657655,1138.970123,1365.83786,1594.357339,1859.751984,2140.717186,2963.446624,3452.992176,2304.572257,2534.65874,2517.846451,2782.691561,2817.96651,2474.900927,2625.503828,2531.780226,2741.536343,,,,,,,,455.4440898,457.3928098,760.5929494,1063.481473,759.3352076,741.6417562,,957.1619186,1134.736869,1585.489552,1945.539637,2867.295098,2065.929717,2532.323671,3500.655679
GDP per capita (current US$),Ireland,IRL,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1441.29217,1652.095454,2017.174003,2350.518598,2440.358204,2882.944111,2830.764478,3322.815842,4266.131602,5264.773286,6178.57745,5804.044943,5973.22128,5735.290045,5518.866236,5828.848196,7865.3851,9290.414908,10389.87534,10835.82908,13604.44624,13658.65064,15236.32612,14211.16852,15419.13531,18575.62345,20339.19486,22086.78982,23733.79924,25679.52836,25629.43332,27339.74308,31434.50583,39814.94781,45929.86047,48866.39093,52500.66143,59664.67079,59573.66416,50034.17826,45873.10618,48423.22264
GDP per capita (current US$),Isle of Man,IMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.33394,14032.57418,15994.68685,18465.98437,20653.89839,20359.46252,20812.80909,24251.80573,28727.9529,34732.62014,36449.11341,42649.33015,50191.06172,,,,
GDP per capita (current US$),Israel,ISR,1365.683343,1595.860165,1132.382866,1257.743162,1375.942829,1429.319391,1513.888674,1428.446411,1412.470279,1587.769579,1806.422695,1815.93627,2278.840038,2819.451184,3721.524668,3570.763172,3531.261737,3812.971925,3690.743636,4625.286651,5616.54684,5863.582711,6095.93452,6683.435283,6261.785796,5698.715086,6908.919348,8120.01471,9881.242706,9871.574325,11264.01838,11956.0089,12838.41816,12530.99838,13830.28675,17310.09121,18464.52987,18586.73744,18392.14176,18088.97745,19859.30215,19093.10966,17195.49106,17739.70184,18588.80505,19330.02435,20624.57995,23274.30029,27591.62242,26032.16351,28522.40858,31282.2709
GDP per capita (current US$),Italy,ITA,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2029.933298,2221.422056,2573.60261,3088.214537,3488.922244,3957.029862,3885.833578,4435.502486,5405.634713,6735.040422,8148.120532,7344.49093,7280.602289,7546.574406,7457.105018,7698.91226,10901.85534,13714.95754,15169.75603,15788.31477,19982.75372,21058.77113,22394.75541,18054.53111,18631.53091,19910.00067,22271.33092,21069.54779,21519.06412,21227.31087,19388.27875,19721.9652,21435.1393,26291.33804,29832.6129,30478.84559,31776.97775,35826.02346,38563.05309,35073.15802,33788.44828,36115.68766
GDP per capita (current US$),Jamaica,JAM,429.1363228,452.8340281,463.3558863,484.298401,517.6204692,552.3633927,615.07726,636.4099654,594.3059535,645.6806933,751.5893307,812.3226664,974.0199876,974.3268746,1196.02158,1420.984985,1455.572374,1578.000739,1271.219982,1152.520007,1256.155368,1377.712603,1496.97573,1615.165248,1041.082723,908.7616401,1179.274629,1398.369451,1624.657452,1854.788845,1921.42603,1706.622733,1459.095649,2003.755845,2007.369266,2344.141928,2600.598346,2948.82784,3419.20432,3430.425939,3479.056754,3495.299336,3697.005381,3579.595088,3841.776787,4262.552201,4615.902276,4948.975155,4994.309219,4615.278558,5133.439301,5562.236534
GDP per capita (current US$),Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2003.647047,2234.261666,2917.658976,3931.301627,4281.359928,4581.574389,5111.295149,6230.335688,8675.013997,8953.59152,9307.839295,10212.37814,9428.87465,10213.95828,10786.78618,11465.72578,16882.27395,20355.60522,24592.77201,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,38814.89438,42522.06659,37421.67386,34294.89898,30967.28809,34998.80997,37291.70616,32716.41867,31235.58818,33690.93773,36441.50449,35781.23498,34102.20617,34094.88711,37972.23721,39473.36291,43063.13637,45902.67161
GDP per capita (current US$),Jordan,JOR,,,,,,531.701915,548.2008149,494.1112653,412.9164603,486.5099527,424.084711,430.8932109,482.6761532,558.4736542,685.1729833,753.0792805,878.8055278,1055.290165,1261.613857,1555.926096,1816.476541,1961.229171,2045.095664,2050.838031,2020.010764,1936.191553,2253.030194,2292.852436,2052.178448,1350.927872,1268.223289,1182.887485,1422.671618,1435.195816,1535.955013,1603.683983,1601.946533,1625.443104,1721.433479,1741.596215,1764.229892,1826.220624,1902.388281,1974.778497,2157.162674,2326.280231,2719.331261,3022.008124,3796.757431,4027.052081,4369.998242,4665.94354
GDP per capita (current US$),Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104043,1433.461534,1320.321628,1288.239021,1350.333844,1445.56941,1468.701786,1130.113603,1229.000958,1490.926751,1658.031146,2068.123518,2874.288483,3771.278957,5291.574022,6771.646865,8513.562609,7164.769471,9069.701969,11244.91313
GDP per capita (current US$),Kenya,KEN,97.62159121,94.83541267,100.6045359,104.0131351,108.5595353,104.9929135,118.5573202,121.3820306,128.8592277,134.1954652,142.4992929,152.5557449,174.4004863,199.6982637,228.5062862,241.6816239,248.2529963,309.3727778,351.6618649,398.0687201,446.6136148,405.5921435,366.3167611,327.8463474,326.9319076,312.1333315,355.0741355,377.1488656,381.6283437,364.9489016,366.3798952,336.3064659,328.2728916,222.5369335,268.2946163,329.8484752,427.2846619,453.1293526,474.5768403,423.3466304,406.0728332,404.8648383,399.3354503,440.8667874,463.8357444,526.1307209,615.8593518,726.598937,793.6245813,774.9283435,794.7672094,808.0005718
GDP per capita (current US$),Kiribati,KIR,,,,,,,,,,,292.337005,307.130415,374.5120354,617.2174547,1640.131582,1037.322354,763.3498732,707.5136313,810.1911327,748.713129,480.8184163,493.7884548,488.600677,473.8188419,450.6919711,327.6120485,309.6045711,352.3103607,444.571122,417.1936746,395.4883859,653.2986684,669.5702721,646.2242782,737.6541732,745.7845145,865.3045353,867.5120715,827.4895935,855.4578953,812.276166,745.8885102,851.1343651,1053.407272,1132.829601,1184.268717,1172.534289,1345.226027,1372.670299,1305.803787,1518.654632,1760.368541
GDP per capita (current US$),"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP per capita (current US$),"Korea, Rep.",KOR,155.213586,91.62360601,103.8672749,142.3626527,120.63605,105.7698691,130.2648401,157.2902539,194.7795608,239.231464,278.7873797,302.2277793,322.7225528,403.4641509,555.6677296,608.2277798,824.423333,1041.586281,1382.921004,1746.730347,1674.387559,1845.65362,1938.112133,2117.529507,2306.860313,2367.782505,2702.641221,3367.542808,4465.670323,5438.252668,6153.093997,7122.701332,7555.272527,8219.896199,9525.43563,11467.81385,12249.17315,11234.777,7462.838645,9554.439443,11346.66499,10654.93555,12093.7573,13451.22942,15028.94015,17550.85389,19676.12418,21590.10558,19028.01293,16958.65239,20540.17693,22424.0623
GDP per capita (current US$),Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2194.372651,2277.0647,2698.367638,3228.575389,3085.394966,3144.472066,3592.59566
GDP per capita (current US$),Kuwait,KWT,,,5425.008551,4956.56164,4781.460876,4331.221435,4463.707061,4151.171892,4149.639588,3975.249822,3815.533886,4783.597786,5112.939649,5811.269805,13113.36376,11409.51582,11766.37607,11991.72746,12473.97795,18910.92226,20798.57577,17332.80661,14251.63023,13173.60968,13072.64637,12310.53325,9752.589934,11546.2337,10201.49297,11669.4377,8826.887637,5420.942324,,,,16703.424,19343.13024,18078.51806,14711.28252,16218.29273,19434.40002,17362.15271,18426.17967,22510.88622,27148.17045,35687.91766,43191.02789,46866.97744,57842.27283,40022.63497,45436.79018,62664.10338
GDP per capita (current US$),Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451631,575.9551334,513.0359215,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.620275,308.4090314,321.726538,380.5073624,433.2351189,476.4800976,543.1107024,721.7686908,966.3936272,871.2182975,880.0385141,1074.743228
GDP per capita (current US$),Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,494.8765447,648.8010473,474.0109885,282.1447676,151.1492577,175.1932344,206.4585836,238.4056081,254.3215955,291.3508279,329.9727771,367.7779162,381.7617728,348.2478656,249.9934771,278.5774618,325.5930951,326.9824058,319.8603986,362.4712035,417.5710523,475.4715872,591.0901785,711.9661815,904.006845,954.3106111,1158.129965,1319.595406
GDP per capita (current US$),Latin America & Caribbean (all income levels),LCN,369.6181797,381.4949035,426.7612495,416.4621015,450.8684253,469.3315429,502.0731302,501.4407841,527.507041,575.271522,611.2980936,666.6282268,731.663613,936.0998628,1183.849451,1212.652016,1317.076827,1415.604608,1570.241045,1827.309483,2127.224169,2394.47407,2194.531808,1906.893892,1844.443689,1858.6795,1856.424411,1916.970042,2134.615373,2292.523237,2622.795713,2736.194986,2914.580687,3118.120829,3515.715907,3795.477156,4029.74637,4324.27884,4269.360302,3761.42699,4108.579845,3949.369368,3498.175043,3701.688999,4204.305975,5020.228159,5819.737832,6771.776423,7770.700404,7202.638823,8798.906337,9753.873737
GDP per capita (current US$),Latin America & Caribbean (developing only),LAC,364.0896384,375.1126851,420.3142428,408.6456058,442.6153819,460.0984765,492.3446963,489.9938083,514.7469114,561.3032833,595.9318342,649.839501,713.0825459,917.5099434,1164.644908,1191.576,1295.274179,1390.665549,1542.601491,1794.946488,2089.091205,2354.412106,2147.298709,1855.623022,1787.715568,1800.757383,1801.266867,1857.982276,2074.217852,2229.594776,2557.370686,2668.996798,2845.267811,3049.044207,3444.787117,3721.213019,3952.318557,4242.224825,4175.84798,3653.438294,3994.601454,3819.246807,3359.588077,3556.307973,4053.709724,4864.941392,5662.079664,6613.074165,7603.321761,7042.990612,8649.898025,9592.501977
GDP per capita (current US$),Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.155733,2572.896503,2883.556561,2796.31266,2549.032934,1854.410857,1743.067414,2007.684535,2106.882009,2273.01106,2521.006909,2745.603948,3048.976931,3300.934656,3529.940091,3983.019109,4810.669829,5950.128196,6973.160943,8713.067953,12638.14729,14857.88662,11475.69233,10723.35626,12726.35083
GDP per capita (current US$),Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,309.7084948,302.9868498,295.4757667,268.9600877,263.2762504,277.7301777,293.3297089,314.6718127,313.1870717,308.7402936,312.3037553,312.9123016,276.8121835,264.9409631,240.1483343,266.747516,277.4584593,287.3609445,281.8989286,277.879137,283.169118,280.4145351,294.6139385,324.9690594,372.2650691,424.3387003,484.1529748,576.0589917,702.5544417,682.932481,746.5565351,806.3928444
GDP per capita (current US$),Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.604421,936.3068887,962.7297362,1471.053405,1771.415738,2318.684914,2852.730501,3384.026375,3868.235991,4378.741988,4732.81289,4712.981276,4612.198672,4641.125804,4950.812719,5103.118253,5449.931423,5394.479476,5476.195185,6059.852982,7218.674245,8321.370741,9226.570859,9904.019638
GDP per capita (current US$),Lesotho,LSO,40.62268131,41.21842344,47.47080268,52.36718232,56.73721464,58.80269756,59.56795343,61.0201522,61.99281687,65.20625104,66.56784057,72.56104031,75.16426534,110.2804436,134.3919941,129.9876913,125.2268303,159.7783739,214.5698767,227.4876415,329.3563696,322.5370962,290.8656325,294.8700039,251.5257341,194.9498147,212.716412,234.9554723,268.1121257,278.7782045,329.9101611,358.8661177,416.7562595,408.0446804,419.0671864,453.7566877,435.2021092,449.0917953,420.9015152,404.8763807,379.7756226,345.1433217,317.6707916,466.8183363,602.92823,662.4247738,685.1543663,758.4836838,764.3298526,796.2727151,1003.699581,1105.913239
GDP per capita (current US$),Liberia,LBR,170.7354141,160.951126,163.8852797,166.8879141,177.9856362,181.7287205,188.863949,196.4795673,202.940848,219.089903,224.4251509,230.7986899,241.9206751,247.2571302,302.3675166,348.3470531,349.6408391,383.3038264,396.8873041,437.0841252,444.5750321,425.6128021,419.4903051,387.20544,389.3047148,384.9390077,378.5825809,439.6458609,474.1461784,364.1518592,180.7156981,166.3992962,108.8025922,78.99178121,64.80639946,64.35623948,72.32931711,125.3542136,141.5282778,162.9679261,185.8134039,175.2120236,178.9003105,134.6541069,150.9997184,170.3042759,182.2726013,212.5275042,232.5295343,229.2273919,247.3384639,281.2110337
GDP per capita (current US$),Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6668.6288,7235.089328,7513.807832,6667.215796,6104.097019,5348.969853,5734.430685,6200.853688,5405.728029,5937.373624,6479.712522,5330.831751,3651.352565,4342.579094,5905.857823,7626.034519,9583.794699,11921.40907,15150.15592,9957.490406,,
GDP per capita (current US$),Liechtenstein,LIE,,,,,,,,,,,4218.529861,4811.679336,5628.954988,7354.024466,8462.63249,10580.08717,11514.44556,12620.30545,17879.85321,20268.80512,21207.28421,19986.24364,20088.37093,19866.69099,18781.84375,19494.23775,28328.9574,37766.31148,41134.35793,39145.21658,49041.22339,50533.21894,54811.04224,55484.6993,63770.62738,78488.89014,79928.91356,72481.56999,77273.24957,82048.22609,75606.2032,74966.17103,79956.51832,90301.81237,100520.1298,105440.2922,113981.3072,130503.7975,138774.6661,134914.6728,,
GDP per capita (current US$),Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.307562,2777.173624,2314.066817,2016.122217,1902.751696,2178.196091,2339.673918,2833.094228,3170.75246,3113.119772,3267.347443,3492.733445,4082.923995,5387.26273,6564.094228,7603.966776,8864.992301,11584.24118,14071.26511,11033.58846,11046.05185,13339.18328
GDP per capita (current US$),Low & middle income,LMY,150.4719763,139.9485102,142.1905875,147.0492166,157.8534515,171.1815874,182.8303532,181.2592892,187.3131429,205.0511912,220.1074519,232.401945,253.6406836,315.0494039,390.7346925,418.7686981,443.9744824,490.9907061,524.3985612,611.6111962,699.6885584,738.5537843,715.2803608,684.7983146,680.7472005,701.4932904,717.6219923,724.4354737,766.944281,800.4769005,857.6901805,852.9995812,875.1029216,893.298781,951.5800759,1060.23073,1136.15816,1183.224948,1127.017553,1080.412184,1161.828907,1156.375821,1163.949311,1311.955937,1537.325005,1803.359191,2116.081266,2585.541463,3058.546698,2932.965335,3485.510096,4016.698883
GDP per capita (current US$),Low income,LIC,96.31859518,97.29040793,102.3615421,118.9197399,100.7791426,113.8381102,122.0789453,120.4197412,122.2588538,133.0588563,135.3177998,141.1272635,134.8925957,161.0714638,198.582698,243.8140044,198.7720389,216.5070799,252.3615547,273.9770714,290.4750192,281.4651436,276.7403746,252.968333,240.9338528,245.0424461,258.5686993,267.2538608,281.0449763,275.0972247,286.2430492,283.1145531,262.5474425,243.8013482,220.8500976,246.513444,268.7252266,273.2520909,272.6568744,264.7396245,257.9596305,254.3858809,260.8168745,280.7531836,308.5114153,334.4621117,359.4925556,412.5818943,481.5508957,499.8215257,531.5075966,580.7439724
GDP per capita (current US$),Lower middle income,LMC,,,,,,,,,,,141.7799235,144.6688032,153.9941987,178.9413922,226.7088045,242.0248824,267.3672883,301.1767578,329.4020426,371.7232155,450.0477141,450.853054,447.0516449,429.3519202,418.7165159,427.4053274,430.6507344,462.7125587,472.3936858,471.4887668,492.3412281,463.7782668,477.7886703,471.5197799,502.6117769,550.0399406,589.6086893,597.3578945,527.8754836,567.5198802,593.7120331,588.1152826,619.429518,699.1094438,789.5314593,897.2645098,1050.130517,1275.89974,1412.437234,1411.723276,1676.423168,1876.681544
GDP per capita (current US$),Luxembourg,LUX,2242.015817,2222.366366,2311.798849,2441.038555,2755.633117,2780.092719,2900.433218,2909.660629,3175.367369,3658.900683,4261.611628,4397.812536,5440.226347,7384.104652,8890.743643,8627.568669,9410.263864,10397.47325,12923.93222,15075.48775,16391.0294,13719.87212,12484.27915,12269.17214,12024.17432,12376.19231,17996.0653,22253.2416,25005.64336,26392.50522,33181.8861,35444.40899,39235.53307,39727.1949,43560.93918,50599.89488,49687.70415,44145.43327,45570.6532,49219.41205,46457.89144,45748.09167,50605.39736,64562.47845,74419.60849,80959.97537,90031.71855,106901.5674,118218.777,104353.6916,104512.1799,115037.8788
GDP per capita (current US$),"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,3915.691125,3742.056162,4169.375782,4125.69738,4450.264763,5537.909521,6212.950802,7113.955054,8312.776483,9377.56973,12123.19554,13707.98051,14974.37143,16466.47621,16374.4928,16237.81264,14820.21318,13945.48336,14128.87518,14796.25109,15591.68655,17251.28959,21820.32617,24493.34094,29533.35233,35715.63012,39978.36385,40120.95332,51998.90783,65550.4982
GDP per capita (current US$),"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.064889,2441.651908,1197.673801,1311.597264,1730.546733,2266.061514,2241.016544,1883.672972,1792.328866,1835.562936,1785.326792,1704.778535,1874.791635,2345.486273,2712.320346,2936.942558,3211.088933,3984.441605,4791.192876,4528.254736,4434.48891,4925.339258
GDP per capita (current US$),Madagascar,MDG,131.8794011,133.7586826,138.0637062,138.3963302,142.7069427,144.6052186,152.3256995,157.808952,165.946546,165.5926554,169.7733592,178.34352,193.813508,232.8182867,262.7485443,304.3147294,282.8358799,297.3448546,327.2801916,413.1496843,469.5157202,406.9327022,389.2150647,377.9914681,308.4324185,292.0752381,324.0539709,248.1285556,229.5574902,228.0514534,273.1589262,228.306212,252.5641223,273.0807036,233.8922956,240.6732158,294.8852771,253.5954555,259.0733923,249.6221928,252.3761085,285.8356227,269.1190222,325.0079549,251.4032624,281.705602,299.3032796,386.8562712,480.6405942,421.7802278,421.0012434,466.6634947
GDP per capita (current US$),Malawi,MWI,46.2266064,48.3921693,49.5720326,50.42518269,50.21907719,57.73005637,63.90695966,64.57319891,57.17871163,60.34475172,64.11459247,78.27763844,84.35334189,89.41190341,106.9001795,115.6573847,122.2954281,142.1932515,161.8339512,174.7790112,198.3454715,193.1134749,179.6915223,181.4542878,173.3829208,155.6559957,154.5062826,145.5491181,160.147148,175.6893723,200.4911037,229.9257062,185.8683745,212.9939578,120.9354673,141.395168,226.5041761,258.0982614,164.9573303,162.5964669,155.2715653,148.8813079,225.2291277,199.643224,210.4731023,214.8887593,236.2156117,254.4875036,290.8591055,327.3434033,339.1855873,370.6147384
GDP per capita (current US$),Malaysia,MYS,299.1405219,287.4431034,292.0588674,300.9877757,312.2384927,333.1262456,344.6523458,347.6895108,353.4247805,380.6792177,392.018233,403.6795168,468.048442,694.0905577,839.8461808,803.2625101,932.8017851,1084.035861,1262.820125,1599.765892,1802.775353,1795.860579,1876.418017,2055.708074,2254.499818,2015.640074,1741.233585,1926.846306,2050.682826,2194.234352,2417.773478,2626.38687,3080.140644,3395.439686,3686.175306,4287.112932,4746.613672,4598.804142,3233.306235,3461.145201,4005.556325,3871.705184,4113.571186,4397.508351,4874.84429,5285.50406,5890.30816,6904.598038,8099.198601,6902.175561,8372.830966,9656.246847
GDP per capita (current US$),Maldives,MDV,,,,,,,,,,,,,,,,,,,,,271.1144775,276.546535,285.8292019,332.6208134,607.5497181,680.9925534,734.1978937,706.7053221,816.4286534,889.5577364,980.0204363,1083.112737,1229.108884,1356.559356,1463.003515,1604.220765,1773.438053,1962.238142,2046.850876,2193.744442,2284.973955,2838.07079,2885.492984,3251.617742,3638.573584,3361.592476,4353.01367,5079.994869,6149.011847,6229.670494,6570.429112,6405.053057
GDP per capita (current US$),Mali,MLI,,,,,,,,47.68216472,58.9914825,57.31680417,59.62399104,70.06626752,77.72921517,88.56369976,83.09447521,125.7846062,139.6463354,153.2942924,175.3125288,224.5105769,246.679811,201.9896643,175.7580123,167.8417774,166.6987905,164.0123808,206.2083061,233.8836909,232.4714456,235.840884,279.1671032,273.4171317,313.6171699,287.5527959,184.3031529,251.0204039,259.5029258,238.6560895,243.5481366,234.3200063,214.4665918,225.9260609,278.5241724,352.37525,381.6227009,402.6305785,431.5591638,509.6921795,604.2937016,601.2609041,613.044529,668.5753936
GDP per capita (current US$),Malta,MLT,,,,,,,,,,,828.4448343,874.0611461,975.720863,1143.666676,1245.318421,1560.105097,1726.559135,2037.864767,2558.735434,3195.512396,3948.267165,3898.369997,3787.917514,3526.915361,3332.821024,3322.308159,4194.533622,5083.801082,5814.449842,6040.839467,7192.394285,7688.027507,8365.0131,7428.475601,8149.416324,9717.501938,9852.310011,9683.145408,10091.2798,10301.42329,10377.03732,9967.790407,10849.75028,12844.58799,14064.2296,14809.92518,15723.41979,18368.98839,20765.36892,19564.19575,19624.85381,21209.00273
GDP per capita (current US$),Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,972.6882192,1047.644764,1196.589281,1234.724577,1144.858716,1392.899791,1494.613194,1604.576202,1589.406576,1659.533074,1702.263302,1844.53807,1987.629896,2137.268862,2357.081242,2157.232092,2056.001496,2093.242211,2073.327441,2127.485462,2208.899556,2395.710673,2440.521339,2522.82877,2643.442604,2745.681501,2852.878188,2885.131678,2838.42944,3015.208738,3168.782837
GDP per capita (current US$),Mauritania,MRT,108.42051,122.6127134,122.9828579,122.4017074,158.8269465,175.6169489,178.2198378,183.7271787,196.8037889,181.2539608,184.6855319,194.57911,220.5724324,269.7385598,325.528667,362.7047539,388.1148165,388.5937938,380.0770208,436.7772107,467.1455463,478.8256915,466.6809803,476.698074,427.4497691,390.8791857,447.2074399,493.5685388,505.9257736,505.1878123,510.9377326,704.0818511,694.8184463,576.822795,590.5139923,617.4798947,611.8725414,578.0332774,551.0781352,547.4316054,489.511645,476.236048,472.9524894,542.3563589,618.4615291,716.8580083,971.4882976,1044.849438,1088.014548,896.1964785,1044.54796,1150.819997
GDP per capita (current US$),Mauritius,MUS,,,,,,,,,,,,,,,,,779.9040401,897.6690925,1088.847342,1278.330105,1176.546823,1171.636043,1093.041101,1093.977949,1035.366046,1063.625199,1433.667738,1828.839427,2059.374305,2088.910118,2506.184933,2669.326282,2973.205388,2973.793609,3197.336956,3599.551751,3899.442433,3646.637842,3593.241569,3651.231078,3861.038542,3780.828848,3939.281863,4587.656108,5177.366465,5054.358095,5194.478062,6182.197329,7599.976243,6921.589977,7583.893655,8797.049954
GDP per capita (current US$),Mexico,MEX,339.8376594,356.6653828,371.5465064,400.7255521,460.5915985,486.2021978,526.438489,558.2329447,599.9453748,645.5347466,685.2294655,733.5227205,820.2094091,973.5726642,1230.534051,1461.263026,1436.579516,1284.07827,1566.073118,2003.502656,2825.922767,3556.438671,2419.889035,2033.05285,2352.007647,2421.696414,1665.015991,1767.462578,2260.758746,2697.309773,3116.123522,3659.683339,4154.426906,4524.709377,4650.114233,3107.073918,3546.928961,4206.564036,4342.334118,4884.625014,5816.614481,6139.301715,6324.167505,6740.20548,7223.869614,7972.553641,8830.844748,9484.731556,9893.414594,7875.820872,9132.807729,10064.31246
GDP per capita (current US$),"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,1320.242478,,,1275.838545,1296.133812,1354.845719,1436.693056,1528.255069,1683.055018,1757.901179,1911.736365,1913.536499,2076.102483,2032.032981,1921.038687,2045.311584,2061.753437,2181.184788,2240.351053,2243.968,2262.831548,2200.868325,2285.229685,2318.238191,2338.512642,2386.966223,2527.991987,2678.198452,2851.840562
GDP per capita (current US$),Middle East & North Africa (all income levels),MEA,,,,,,,,,292.1896202,316.4058296,339.7420529,386.134149,462.5554759,603.6477294,1069.385419,1144.210895,1373.959347,1549.918075,1606.339225,2030.686243,2504.463745,2514.601621,2417.046075,2367.00064,2322.750303,2284.482436,2245.807581,2004.221319,1904.947561,1924.47753,2075.14616,2024.625743,2167.083008,2134.320676,2170.880323,2393.964904,2645.693076,2696.522716,2587.37891,2720.318171,3002.146522,2918.743245,2860.191508,3142.669348,3567.907938,4167.510626,4788.515412,5488.199026,6713.185412,5813.666833,6585.43544,7831.31721
GDP per capita (current US$),Middle East & North Africa (developing only),MNA,,,,,,168.0921043,169.326815,176.8099124,191.3682059,208.6076564,222.9960422,249.0214237,293.5920415,377.0433037,559.5986798,636.8913486,750.49163,847.8090406,892.8837696,1070.10282,1204.305544,1138.659005,1254.217107,1362.072201,1395.055409,1465.611564,1558.811832,1282.822243,1161.992448,1136.573735,1181.422384,1071.546737,1133.746062,1123.511303,1123.141892,1253.726042,1413.500493,1433.011687,1446.476929,1501.977938,1562.697111,1546.191752,1487.78001,1626.219705,1841.84927,2089.371269,2403.12129,2873.692045,3506.564672,3262.632344,3638.919959,
GDP per capita (current US$),Middle income,MIC,157.8170777,145.7311931,147.584409,151.0021917,165.471639,178.8924673,191.0264613,189.4893435,196.1153298,214.8043298,231.5116761,244.6184581,268.9612824,334.736167,415.2730528,441.9137222,474.7974302,525.6024233,559.3775108,654.8184168,751.8987201,796.8307941,771.605154,740.5027133,737.7884978,761.108119,778.1268378,785.1984499,831.9817367,871.1465158,934.9322615,930.7045167,958.815996,982.4169346,1052.070449,1173.258423,1257.925615,1312.095281,1249.467048,1198.57399,1293.529975,1289.195745,1298.412645,1466.852206,1723.441667,2027.587133,2386.280447,2922.551356,3461.93246,3318.168184,3956.989904,4570.300863
GDP per capita (current US$),Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0930952,835.0154102,625.3015386,640.1654315,460.8322558,476.992678,462.172015,527.3916381,448.83657,321.0269725,354.001668,407.7304677,458.6781966,548.2904455,720.9431325,831.1602652,950.6164233,1230.811876,1695.973286,1525.53152,1631.522436,1966.93416
GDP per capita (current US$),Monaco,MCO,,,,,,,,,,,12371.72814,13670.3725,16574.43099,21278.3099,22646.36056,28303.70112,29017.79377,31836.23449,39057.49055,46891.64768,52846.4988,45548.43439,42451.8779,39788.47667,37041.67106,37950.83155,52183.82657,62297.87593,66711.3927,66020.19415,80311.88678,79173.23804,86220.41127,80065.93186,83511.32004,94816.46934,93709.08715,83598.69876,85198.54805,83410.14086,75382.44663,75702.81917,82226.67786,101604.8637,116499.8709,121386.0643,132233.7699,169269.633,186242.9297,172676.3407,,
GDP per capita (current US$),Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,1329.940757,1432.957159,1492.150464,1119.460048,1135.256076,1461.852773,1481.269939,1528.370011,1664.595851,1167.946984,1068.516257,585.121312,338.3187242,404.5749112,629.6975551,578.7122109,503.4639986,475.0697594,442.641144,471.4733258,520.8421074,567.9704204,641.9250224,792.243732,990.5866242,1314.136986,1613.594836,2108.075545,1690.416984,2249.7659,3056.136254
GDP per capita (current US$),Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.912521,1840.224338,2043.456521,2721.374674,3307.091785,3601.470377,4299.169841,5842.482672,7183.470596,6569.086945,6509.717447,7197.127891
